REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
Langevin,Democratic,RI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Larsen (WA),Democratic,WA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Larson (CT),Democratic,CT,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Latta,Republican,OH,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
LaTurner,Republican,KS,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lawrence,Democratic,MI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lawson (FL),Democratic,FL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lee (CA),Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lee (NV),Democratic,NV,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Leger Fernandez,Democratic,NM,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lesko,Republican,AZ,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Letlow,Republican,LA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Levin (CA),Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Levin (MI),Democratic,MI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lieu,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lofgren,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Long,Republican,MO,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Loudermilk,Republican,GA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lowenthal,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lucas,Republican,OK,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Luetkemeyer,Republican,MO,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Luria,Democratic,VA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Lynch,Democratic,MA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Mace,Republican,SC,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Malinowski,Democratic,NJ,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Malliotakis,Republican,NY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Maloney, Carolyn B.",Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
"Maloney, Sean",Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Mann,Republican,KS,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Manning,Democratic,NC,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Massie,Republican,KY,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Mast,Republican,FL,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Matsui,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McBath,Democratic,GA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McCarthy,Republican,CA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McCaul,Republican,TX,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McClain,Republican,MI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McClintock,Republican,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McCollum,Democratic,MN,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McEachin,Democratic,VA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McGovern,Democratic,MA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McHenry,Republican,NC,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McKinley,Republican,WV,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
McNerney,Democratic,CA,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Meeks,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Meijer,Republican,MI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Meng,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Meuser,Republican,PA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Mfume,Democratic,MD,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Miller (IL),Republican,IL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Miller (WV),Republican,WV,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Miller-Meeks,Republican,IA,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Moolenaar,Republican,MI,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Mooney,Republican,WV,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Moore (AL),Republican,AL,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Moore (UT),Republican,UT,NAY,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Moore (WI),Democratic,WI,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
Morelle,Democratic,NY,YEA,3617,107,MORE Act (deschedule cannabis),04/01/22,"[Judiciary, Energy and Commerce, Agriculture, Education and Labor, Ways and Means, Small Business, Natural Resources, Oversight and Reform, Transportation and Infrastructure]"
