REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
Pallone,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Palmer,Republican,AL,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Panetta,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pappas,Democratic,NH,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pascrell,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Payne,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pelosi,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pence,Republican,IN,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Perlmutter,Democratic,CO,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Perry,Republican,PA,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Peters,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pfluger,Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Phillips,Democratic,MN,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pingree,Democratic,ME,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pocan,Democratic,WI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Porter,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Posey,Republican,FL,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Pressley,Democratic,MA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Price (NC),Democratic,NC,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Quigley,Democratic,IL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Raskin,Democratic,MD,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Reed,Republican,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Reschenthaler,Republican,PA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rice (NY),Democratic,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rice (SC),Republican,SC,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rodgers (WA),Republican,WA,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rogers (AL),Republican,AL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rogers (KY),Republican,KY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rose,Republican,TN,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rosendale,Republican,MT,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Ross,Democratic,NC,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rouzer,Republican,NC,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Roy,Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Roybal-Allard,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Ruiz,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Ruppersberger,Democratic,MD,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rush,Democratic,IL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Rutherford,Republican,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Ryan,Democratic,OH,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Salazar,Republican,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sánchez,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sarbanes,Democratic,MD,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Scalise,Republican,LA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Scanlon,Democratic,PA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schakowsky,Democratic,IL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schiff,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schneider,Democratic,IL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schrader,Democratic,OR,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schrier,Democratic,WA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Schweikert,Republican,AZ,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Scott (VA),Democratic,VA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
"Scott, Austin",Republican,GA,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
"Scott, David",Democratic,GA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sessions,Republican,TX,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sewell,Democratic,AL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sherman,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sherrill,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Simpson,Republican,ID,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Sires,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Slotkin,Democratic,MI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Smith (MO),Republican,MO,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Smith (NE),Republican,NE,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Smith (NJ),Republican,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Smith (WA),Democratic,WA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Smucker,Republican,PA,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Soto,Democratic,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Spanberger,Democratic,VA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Spartz,Republican,IN,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Speier,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stansbury,Democratic,NM,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stanton,Democratic,AZ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stauber,Republican,MN,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Steel,Republican,CA,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stefanik,Republican,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Steil,Republican,WI,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Steube,Republican,FL,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stevens,Democratic,MI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Stewart,Republican,UT,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Strickland,Democratic,WA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Suozzi,Democratic,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Swalwell,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Takano,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Taylor,Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Tenney,Republican,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Thompson (CA),Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Thompson (MS),Democratic,MS,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Thompson (PA),Republican,PA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Tiffany,Republican,WI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Timmons,Republican,SC,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Titus,Democratic,NV,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Tlaib,Democratic,MI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Tonko,Democratic,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Torres (CA),Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Torres (NY),Democratic,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Trahan,Democratic,MA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Trone,Democratic,MD,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Turner,Republican,OH,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Underwood,Democratic,IL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Upton,Republican,MI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Valadao,Republican,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Van Drew,Republican,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Van Duyne,Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Vargas,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Veasey,Democratic,TX,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Vela,Democratic,TX,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Velázquez,Democratic,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wagner,Republican,MO,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Walberg,Republican,MI,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Walorski,Republican,IN,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Waltz,Republican,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wasserman Schultz,Democratic,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Waters,Democratic,CA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Watson Coleman,Democratic,NJ,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Weber (TX),Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Webster (FL),Republican,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Welch,Democratic,VT,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wenstrup,Republican,OH,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Westerman,Republican,AR,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wexton,Democratic,VA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wild,Democratic,PA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Williams (GA),Democratic,GA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Williams (TX),Republican,TX,NAY,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wilson (FL),Democratic,FL,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wilson (SC),Republican,SC,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Wittman,Republican,VA,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Womack,Republican,AR,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Yarmuth,Democratic,KY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Young,Republican,AK,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Zeldin,Republican,NY,YEA,3076,38,Postal Service Reform Act,02/08/22,"[Oversight and Reform, Energy and Commerce]"
Adams,Democratic,NC,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Aderholt,Republican,AL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Aguilar,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Allen,Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Allred,Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Amodei,Republican,NV,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Armstrong,Republican,ND,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Arrington,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Auchincloss,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Axne,Democratic,IA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Babin,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bacon,Republican,NE,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Baird,Republican,IN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Balderson,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Banks,Republican,IN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Barr,Republican,KY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Barragán,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bass,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Beatty,Democratic,OH,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bentz,Republican,OR,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bera,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bergman,Republican,MI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Beyer,Democratic,VA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bice (OK),Republican,OK,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Biggs,Republican,AZ,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bilirakis,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bishop (GA),Democratic,GA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bishop (NC),Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Blumenauer,Democratic,OR,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Blunt Rochester,Democratic,DE,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Boebert,Republican,CO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bonamici,Democratic,OR,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bost,Republican,IL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bourdeaux,Democratic,GA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bowman,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Boyle, Brendan F.",Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Brady,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Brooks,Republican,AL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Brown,Democratic,MD,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Brownley,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Buchanan,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Buck,Republican,CO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bucshon,Republican,IN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Budd,Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Burchett,Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Burgess,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bush,Democratic,MO,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Bustos,Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Butterfield,Democratic,NC,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Calvert,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cammack,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carbajal,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cárdenas,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carl,Republican,AL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carson,Democratic,IN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carter (GA),Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carter (LA),Democratic,LA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Carter (TX),Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cartwright,Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Case,Democratic,HI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Casten,Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Castor (FL),Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Castro (TX),Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cawthorn,Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Chabot,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cheney,Republican,WY,NOT VOTING,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Chu,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cicilline,Democratic,RI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Clark (MA),Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Clarke (NY),Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cleaver,Democratic,MO,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cline,Republican,VA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cloud,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Clyburn,Democratic,SC,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Clyde,Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cohen,Democratic,TN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cole,Republican,OK,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Comer,Republican,KY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Connolly,Democratic,VA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cooper,Democratic,TN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Correa,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Costa,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Courtney,Democratic,CT,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Craig,Democratic,MN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Crawford,Republican,AR,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Crenshaw,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Crist,Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Crow,Democratic,CO,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Cuellar,Democratic,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Curtis,Republican,UT,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Davids (KS),Democratic,KS,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Davidson,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Davis, Danny K.",Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Davis, Rodney",Republican,IL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Dean,Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DeFazio,Democratic,OR,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DeGette,Democratic,CO,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DeLauro,Democratic,CT,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DelBene,Democratic,WA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Delgado,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Demings,Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DeSaulnier,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
DesJarlais,Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Deutch,Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Diaz-Balart,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Dingell,Democratic,MI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Doggett,Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Donalds,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Doyle, Michael F.",Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Duncan,Republican,SC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Dunn,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Ellzey,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Emmer,Republican,MN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Escobar,Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Eshoo,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Espaillat,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Estes,Republican,KS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Evans,Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fallon,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Feenstra,Republican,IA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Ferguson,Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fischbach,Republican,MN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
